Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELEFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
900716566|INSUMEDIC|215|25299_215|CUNDINAMARCA|GAMA|ALIADA|25299|ALIADA_DROGUERÍA JHBB|CALLE 5 # 3 51|PUNTO FÍSICO|NO APLICA|3133491076|L V 8:00am - 5:00pm. S 8:00am - 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4°45′46″|-7361083|1
900249425|PHARMASAN|216|68298_216|SANTANDER|GAMBITA|ALIADA|68298|ALIADA_CENTRO DE SALUD GAMBITA|CARRERA 5 # 5 05|PUNTO FÍSICO|NO APLICA|18000423739|L a J 7:00 am a 12:00 m y 2:00 pm a 6:00 pm V 7:00 am a 12:00 m y 1:00 pm a 3:00 pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO|Fines de semana No tiene servicio|5.946588|-73.3442588|1
828002423|DISCOLMETS|217|15774_217|BOYACÁ|SUSACON|PROPIA|15774|S.F SUSACON|CARRERA 4 # 5-91|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00AM -12:00PM 2:00PM - 5:00PM S 8:00AM - 11:00AM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5.5800291884711175|73.64770756|1
828002423|DISCOLMETS|218|15776_218|BOYACÁ|SUTAMARCHAN|ALIADA|15776|CONV_SUTAMARCHAN|CARRERA 3 # 6-05|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM 12:00 PM 2:00 5:00 S 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5.566063905452611|73.18433971|
828002423|DISCOLMETS|219|41298_219|HUILA|GARZÓN|PROPIA|41298|S.F GARZÓN|CALLE 10 # 9-25 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM 12:00 PM 2:00 PM 5:00 PM S 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|8
828002423|DISCOLMETS|220|41306_220|HUILA|GIGANTE|PROPIA|41306|S.F GIGANTE|CALLE 5 # 5 72 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3183118782|L V 8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,6888E+11|7.32309E+11|2
816001182|AUDIFARMA|221|25307_221|CUNDINAMARCA|GIRARDOT|PROPIA|25307|CAF GIRARDOT|CALLE 19 # 10 12 BARRIO SUCRE|PUNTO FÍSICO|NO APLICA|18000112554|L a V 6:00 AM 7:00 PM S 7:00 AM 7:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO|Cierre para el 1 de marzo 2025|SD|SD|12
800149695|CRUZ VERDE|222|25307_222|CUNDINAMARCA|GIRARDOT|PROPIA|25307|CRUZ VERDE GIRARDOT|CALLE 18 # 10 – 49 CENTRO|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00am 7:00 pm S 7:00 am 7:00 pm D F 8:00 4:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||5.365959004752141|73.52172157|
800149695|CRUZ VERDE|223|25307_223|CUNDINAMARCA|GIRARDOT|ALIADA|25307|ALEMANA 207|CARRERA 10 NO.12 67 CENTRO|PUNTO FÍSICO|NO APLICA|18000910545|L a S 7:00 AM 8:00 PM D F 7:00 AM 5:00 PM|SI|NO|NO|NO|NO|SI|PBS|NO|NO|SI||5.627446818003968|73.52918303|
800149695|CRUZ VERDE|225|68307_225|SANTANDER|GIRÓN|PROPIA|68307|CRUZ VERDE GIRON|CARRERA 25 # 30 02/08|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00am 07:00pm S 8:00 am 7:00 pm D F 9:00am 7:00pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||3217|75217|
900249425|PHARMASAN|226|54313_226|NORTE DE SANTANDER|GRAMALOTE|ALIADA|54313|ALIADA_INSERCOOP_NUEVO GRAMALOTE|MANZANA 5 CASA 6 BRR SANTA ROSA|PUNTO FÍSICO|NO APLICA|18000423739|MAR V 7:30 am 12:00 Pm 2:00pm 6:00pm S - D 7:30 am 1:00 Pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO|Lunes no hay servicio|7.906522991|-72.8070558|1
900716566|INSUMEDIC|227|25312_227|CUNDINAMARCA|GRANADA|PROPIA|25312|DISPENSARIO INSUMEDIC|CARRERA 13 # 9 46 BARRIO EL PROGESO|PUNTO FÍSICO|NO APLICA|3114894292|L V 9:00am - 3:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4°31′0″|-74351389|1
800149695|CRUZ VERDE|229|50313_229|META|GRANADA|ALIADA|50313|DISCOLMEDICA GRANADA|CALLE 12 # 12 47 BARRIO BELEN|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00AM 5:00 PM S 8:00AM 11:00 AM|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||5,53083E+11|7.66365E+11|
900249425|PHARMASAN|230|68318_230|SANTANDER|GUACA|PROPIA|68318|PHARMASAN_GUACA|CARRERA 5 # 7 08 BARRIO CHARCO LARGO|PUNTO FÍSICO|NO APLICA|3125895205|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.9434341|-72.8236987|2
900331412|GENHOSPI|231|52317_231|NARIÑO|GUACHUCAL|ALIADA|52317|ALIADA_ESE GUACHUCAL|BARRIO 20 DE JULIO|PUNTO FÍSICO|NO APLICA|6027316719|L V 8:00 12:30 am 2:00 Pm-5:30 Pm S 8:00-12:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||958299018|7773441052|1
828002423|DISCOLMETS|232|41319_232|HUILA|GUADALUPE|PROPIA|41319|S.F GUADALUPE|CALLE 3 # 6 65|PUNTO FÍSICO|NO APLICA|3183118782|L V 8:00am 12:00pm 2:00pm 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,15395E+11|7.66852E+11|2
900331412|GENHOSPI|233|52320_233|NARIÑO|GUAITARILLA|ALIADA|52320|ALIADA_LAS LAJAS AYB|CALLE REAL # 2 15|PUNTO FÍSICO|3155081869|3155081869|L V 8:30 - 12:00 am -6:00pm D 9:00 am -1:00 pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||1128907638|7754851208|1
900331412|GENHOSPI|234|52323_234|NARIÑO|GUALMATAN|ALIADA|52323|ALIADA_DROGUERIA FARMEDICX|CARRERA 4TA # 5 41 EL RECUERDO|PUNTO FÍSICO|3165844294|3165844294|L V 8:00 - 12am -2 pm - 6:00pm S 8:00 12:00 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||921700907|7756820749|1
816001182|AUDIFARMA|235|47318_235|MAGDALENA|GUAMAL|PROPIA|47318|CAF GUAMAL|CALLE 8 #4 70 CALLE RICAURTE|PUNTO FÍSICO|NO APLICA|18000112554|L a V 7:00 AM 7:00 PM S 8:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||5,70953E+11|77265866996|
900716566|INSUMEDIC|236|25328_236|CUNDINAMARCA|GUAYABAL DE SIQUIMA|PROPIA|25328|DISPENSARIO INSUMEDIC|CARRERA 4 # 1 73 GUAYABAL DE SIQUIMA|PUNTO FÍSICO|NO APLICA|3204508692|· Lunes a Viernes: 8:00 a 12:00 y 1:00 a 5:00. Sábado: 8:00am - 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4° 52' 59''|-74.467|1
900249425|PHARMASAN|237|68327_237|SANTANDER|GUEPSA|ALIADA|68327|ALIADA_FARMA GUEPSA|CALLE 4 # 6 - 03|PUNTO FÍSICO|NO APLICA|18000423739|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||6.04656148|-73.5784785|1
900716566|INSUMEDIC|238|25339_238|CUNDINAMARCA|GUTIERREZ|PROPIA|25339|DISPENSARIO INSUMEDIC|CALLE 5 # 5 07 GUTIERREZ|PUNTO FÍSICO|NO APLICA|320638966|L V 8:00 a 12:00 y 1:00 a 5:00. S 8:00am - 11:00pm.|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4° 15' 19''|-74.0035|1
892300678|​ETICOS|241|44378_241|LA GUAJIRA|HATONUEVO|PROPIA|44378|LA ECONOMIA DROGUERIA N° 5015 -D 5088 Y/O LA ECONOMIA DROGUERIA N° 5015|CALLE 15 NO.16-170 LOCAL 2|PUNTO FÍSICO|NO APLICA|3182165642|L a V 8:00 AM A 6:00 PM S 8:00 AM A 3:00 PM|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|2
828002423|DISCOLMETS|242|41349_242|HUILA|HOBO|PROPIA|41349|S.F VISIÓN 1 HOBO|CALLE 5 # 4 – 54 BARRIO SAN JUAN DEL MUNICIPIO DE EL HOBO|PUNTO FÍSICO|NO APLICA|3165295754|L V 8:00am 12:00pm 2:00pm 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
800149695|CRUZ VERDE|243|73349_243|TOLIMA|HONDA|PROPIA|73349|CRUZ VERDE HONDA|CALLE 10 # 13 12 ALTOS DEL ROSARIO|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00 am 7:00 pm D F 9:00 am 5:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||SD|SD|
816001182|AUDIFARMA|244|73001_244|TOLIMA|IBAGUE|PROPIA|73001|CAF CADIZ|CARRERA 5 # 26A 89 PRIMER PISO|PUNTO FÍSICO|NO APLICA|18000112554|L a V 6:00AM 7:00PM S 06:00 AM 3:00 PM D F 6:00 AM 3:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|SI||SD|SD|7
800149695|CRUZ VERDE|246|73001_246|TOLIMA|IBAGUE|PROPIA|73001|CRUZ VERDE IBAGUE CRA 4|CARRERA 4 D # 41 55|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00 am 8:00 pm S 6:00am 6:30pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|247|73001_247|TOLIMA|IBAGUE|PROPIA|73001|CRUZ VERDE_IBAGUE|Carrera 5 # 30 B - 07|PUNTO FÍSICO|NO APLICA|18000910545|L a V 6:00 am 8:00 pm S 6:00am 6:30pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|249|52352_249|NARIÑO|ILES|ALIADA|52352|ALIADA_MEDICFARMA ILES|CALLE 4 # 5-04|PUNTO FÍSICO|3188397268|3188397268|L V 8:00- 12am -2:00 pm- 5:00pm S 8:00-12:00 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||971048627|7751903761|1
900331412|GENHOSPI|250|52354_250|NARIÑO|IMUES|ALIADA|52354|ALIADA_ESE CENTRO DE SALUD SANTIAGO APOSTOL|BARRIO SANTA ROSA MUNICPIO DE IMUES|PUNTO FÍSICO|NO APLICA|3148575683|L V 8:00 am 12:00 1:00 Pm 5:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||1056805902|7749636672|1
900331412|GENHOSPI|252|52356_252|NARIÑO|IPIALES|PROPIA|52356|SF GENHOSPI_IPIALES|CRA 5# 21 - 126 SAN VICENTE|PUNTO FÍSICO|NO APLICA|3127621381 - 3159521052|L V 7:00 am -7:00 pm S 8:00 am -4:00 Pm|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||0.831206|77.645255|4
828002423|DISCOLMETS|253|41357_253|HUILA|IQUIRA|ALIADA|41357|CONV_FARMACIA IQUIRA|CRA 7 # 3 42 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|3165295754|L V 8:00am 12:00pm 2:00pm 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
828002423|DISCOLMETS|254|41359_254|HUILA|ISNOS|ALIADA|41359|S.F ISNOS|CARRERA 3 # 3-06 Barrio La Palma|PUNTO FÍSICO|NO APLICA|3108704336|L V 7:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|2
900994906|HUMSALUD|255|27361_255|CHOCÓ|ISTMINA|PROPIA|27361|SF HUMSALUD ISTMINA|CRA 6 # 30ª97 LA B/ MESETAANTIGUO SEGURO SOCIAL|PUNTO FÍSICO|NO APLICA|6046713652|L V 7:00 am 5:00 pm S 7:00am 1:00pm|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|2
890985122|COHAN|256|5360_256|ANTIOQUIA|ITAGÜÍ|PROPIA|5360|SF COHAN_ITAGÜÍ|Cll. 51 # 48 - 36(Frente al C.C. Gran Manzana)|PUNTO FÍSICO|NO APLICA|3012599400|L a V 6:30 AM A 4:30 PM - S 8:00 AM A 12:00 M|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||. 6.171291327096985|. -75.60820090447223|6
800149695|CRUZ VERDE|257|05360_257|ANTIOQUIA|ITAGÜÍ|ALIADA|5360|SERVICIO FARMACEUTICO DROPOPULAR 3|Calle 50 # 49-52 Local 2|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00AM 8:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||6.173302993689848|75.61007946294532|
890985122|COHAN|304|5376_304|ANTIOQUIA|LA CEJA|PROPIA|5376|SF COHAN_LA CEJA|CARRERA 19 # 19 - 33 C.C. CAPILLA PLAZA. LOCAL 208|PUNTO FÍSICO|NO APLICA|3136390072|L a V 6:30 AM A 4:30 PM|SI|SI|SI|SI|SI|NO|NO PBS|SI|NO|NO||. 6.030479513810433|. -75.4308676044735|6
816001182|AUDIFARMA|259|76364_259|VALLE DEL CAUCA|JAMUNDÍ|PROPIA|76364|CAF LIBERTADORES|CARRERA 10 # 13 11 BARRIO LIBERTADOR JAMUNDI|PUNTO FÍSICO|NO APLICA|18000112554|L a V 06:30 AM 7:00 PM S 7:00 AM 1:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO|Cierre para el 1 de marzo 2025|SD|SD|4
800149695|CRUZ VERDE|260|76364_260|VALLE DEL CAUCA|JAMUNDÍ|PROPIA|76364|CRUZ VERDE VERDE JAMUNDÍ|CARRERA 3 A Nº. 18 255 LOCAL 1|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00am 6:00pm|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||SD|SD|
828002423|DISCOLMETS|261|15790_261|BOYACÁ|TASCO|ALIADA|15790|CONV_TASCO|CARRERA 5A # 5-24|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 9:00 AM -12:30 PM 2:00 PM - 6:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
900716566|INSUMEDIC|262|25372_262|CUNDINAMARCA|JUNÍN|PROPIA|25372|DISPENSARIO INSUMEDIC|CARRERA 5 # 2 33|PUNTO FÍSICO|NO APLICA|3212341969|L V 8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||4° 47' 25''|-73.6633|1
828002423|DISCOLMETS|263|41378_263|HUILA|LA ARGENTINA|PROPIA|41378|SF DISCOLMEDICA LA ARGENTINA|CARRERA 3RA # 9-29 BARRIO CORINTO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
800149695|CRUZ VERDE|264|25377_264|CUNDINAMARCA|LA CALERA|PROPIA|25377|CRUZ VERDE CALERA GARDENS|AVENIDA 2 NO. 9A 28 LOCAL 109 CALERA CC CALERA GARDENS|PUNTO FÍSICO|NO APLICA|18000910545|L a V 8:00am 5:30pm S 8:00 am 1:30 pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|265|52378_265|NARIÑO|LA CRUZ|PROPIA|52378|SF GENHOSPI_LA CRUZ|CALLE 8 # 10 62 LOCAL 1 BARRIO LA POLA|PUNTO FÍSICO|NO APLICA|6027316719|L J 8:00 -1:00 pm 2:00 pm -5:00 pm V 8:00- 1:00 pm 2:00 pm - 4:30 Pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1°16'58.4"N|77°28'20.7"W|1
900249425|PHARMASAN|267|54385_267|NORTE DE SANTANDER|LA ESPERANZA|PROPIA|54385|PHARMASAN_LA ESPERANZA|CALLE 4 # 3 - 02 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|18000423739|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.695233593|-73.3613967|2
900331412|GENHOSPI|268|52381_268|NARIÑO|LA FLORIDA|PROPIA|52381|SF GENHOSPI_LA FLORIDA|DIAGONAL A LA ALCALDIA FRENTE A SUPER GIROS|PUNTO FÍSICO|NO APLICA|6027316719|L J 8:00 - 1:00pm 2:00 Pm -5:00 pm V 8:00-1:00 Pm 2:00 Pm 4:30 Pm S 8:00-12:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||155713821|7695098458|1
900331412|GENHOSPI|270|52385_270|NARIÑO|LA LLANADA|ALIADA|52385|ALIADA_CORAZON DE JESUS|CARRERA 2 # 8 – 21 BARRIO CORAZON DE JESUS LA LLANADA|PUNTO FÍSICO|3168880139|3168880139|L V 8:00 - 12:00 am -2:00 pm - 6:00 pm S 8:00-12:00Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||1474659721|7757973757|1
892300678|​ETICOS|271|20621_271|CESAR|LA PAZ|PROPIA|20621|ETICOS SERRANO GOMEZ LTDA|CALLE 6 # 5 62 LOCAL 102 BARRIO LAS DELICIAS|PUNTO FÍSICO|NO APLICA|6053302424|L V 7:30 AM 6:00 PM S 8:00 AM 3:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900716566|INSUMEDIC|272|25398_272|CUNDINAMARCA|LA PEÑA|PROPIA|25398|DISPENSARIO INSUMEDIC|CARRERA 3 # 5 35 LA PEÑA|PUNTO FÍSICO|NO APLICA|3212341969|L V 8:00am 5:00pm S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||74° 23' 37''|-74.3936|1
828002423|DISCOLMETS|273|41396_273|HUILA|LA PLATA|ALIADA|41396|S.F LA PLATA|CALLE 3 # 3-24 BARRIO GARCIA ROVIRA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 7:00 AM 4:00 pm S 8:00 AM 12:00 PM|SI|NO|NO|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|3
900331412|GENHOSPI|274|52399_274|NARIÑO|LA UNION|ALIADA|52399|ALIADA_DROGUERIA MI FARMA|CALLE 14 # 4-358 BARRIO OBRERO|PUNTO FÍSICO|3118642691|3118642691|L V 8:00- 12am -2:00 pm - 6:00pm S 8:00-1:00 Pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1°36'02.9"N|77°07'57.4"W|1
900249425|PHARMASAN|276|54377_276|NORTE DE SANTANDER|LABATECA|PROPIA|54377|PHARMASAN_LABATECA|CALLE 3 # 2 - 18 BARRIO LA ESMERALDA|PUNTO FÍSICO|NO APLICA|18000423739|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 mp|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||7.218372474|-72.4828151|2
828002423|DISCOLMETS|277|15804_277|BOYACÁ|TIBANA|ALIADA|15804|CONV_TIBANA|CALLE 3 # 5 - 13 DROGUERIA|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 AM -12:00 PM 2:00 PM - 5:00PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|1
900249425|PHARMASAN|278|68406_278|SANTANDER|LEBRIJA|PROPIA|68406|PHARMASAN_LEBRIJA|Carrera 8 # 9 30 Local 4 Barrio Centro|PUNTO FÍSICO|NO APLICA|3223948683|L - V 7:30 am a 3:30 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||7.204060063|-73.291381|4
828002423|DISCOLMETS|279|91001_279|AMAZONAS|LETICIA|PROPIA|91001|S.F LETICIA|CALLE 9 # 7 – 55. BARRIO CENTRO.|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|L V 8:00 a.m. 5:00 p.m S 8:00 a.m. 12:00 m|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|280|91001_280|AMAZONAS|LETICIA|ALIADA|91001|DROGUERÍA GLORIA INSTITUCIONAL|CARRERA 10 # 14 -23 L2|PUNTO FÍSICO|NO APLICA|18000910545|L a S 7:AM A 5:00 PM|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||4.20765889784604|69.94365773251853|3
800149695|CRUZ VERDE|281|91001_281|AMAZONAS|LETICIA|ALIADA|91001|DROGUERÍA GLORIA HOSPITALARIA|CARRERA 10 # 14 -23 L1|PUNTO FÍSICO|NO APLICA|18000910545|L a S 7:AM A 5:00 PM|SI|NO|SI|SI|NO|SI|PBS|NO|SI|SI||4.20765889784604|69.94365773251853|3
800149695|CRUZ VERDE|282|73411_282|TOLIMA|LIBANO|ALIADA|73411|DROGAS COPIFAM LÍBANO 2|CALLE 4 NO. 9 02 / 9 04|PUNTO FÍSICO|NO APLICA|18000910545|L a S 8:00 AM 12:30 2:00 6:00PM D F 8:00AM 12:30 2:00 6:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||2643589|76533111|
900331412|GENHOSPI|283|52411_283|NARIÑO|LINARES|ALIADA|52411|ALIADA_DROGUERIA FARMATODO|CARRERA 3 CASA 29ª BARRIO SAGRADA FAMILIA.|PUNTO FÍSICO|3176623795|3176623795|L D 8:00 am - 6:00 pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||1351801793|7752326969|1
900331412|GENHOSPI|284|52418_284|NARIÑO|LOS ANDES|ALIADA|52418|ALIADA_DROGUERIA MEDIKFARMA|CRA 6 # 7 26 AVENIDA BOLIVAR|PUNTO FÍSICO|3207179437|3207179437|L V 8:00 am -12:00 pm 2:00pm-6:00pm S 8:00am 1:00pm|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||149694225|7752049431|1
900249425|PHARMASAN|285|54405_285|NORTE DE SANTANDER|LOS PATIOS|PROPIA|54405|PHARMASAN_LOS PATIOS CUCUTA|AVENIDA 10 # 20 - 30 BARRIO ONCE DE NOVIEMBRE|PUNTO FÍSICO|https://solicitudes.pharmasan.net/|18000423739|L a V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||7.742291094|-72.5268078|10
900249425|PHARMASAN|286|68418_286|SANTANDER|LOS SANTOS|PROPIA|68418|PHARMASAN_LOS SANTOS|CARRERA 6 # 3 28|PUNTO FÍSICO|NO APLICA|3125895210|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6.812162934|-73.1078509|2
900249425|PHARMASAN|287|54418_287|NORTE DE SANTANDER|LOURDES|ALIADA|54418|ALIADA_INSERCOOP|CALLE 5 # 3 03 BRR LA PALMA|PUNTO FÍSICO|NO APLICA|18000423739|L M J V 8:00 am a 12:00 m 2:00 pm a 6:00 pm S 7:30 am a 12:00 mp|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO|Martes no hay servicio|7.963712759|-72.8467029|1
900249425|PHARMASAN|288|68425_288|SANTANDER|MACARAVITA|ALIADA|68425|ESE HOSPITAL SEÑOR DE LA MISERICORDIA MACARAVITA|CARRERA 3 # 4 06|PUNTO FÍSICO|NO APLICA|18000423739|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||6.513745303|-72.5853649|1
860007336|COLSUBSIDIO|289|25430_289|CUNDINAMARCA|MADRID|PROPIA|25430|DROG_MADRID|CL. 7 # 4-27 CENTRO|PUNTO FÍSICO|NO APLICA|018000413624|L a V 7:00am - 7:00pm S 7:00am a 2:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||4° 43' 50''|-742639|2
892300678|​ETICOS|291|44430_291|LA GUAJIRA|MAICAO|PROPIA|44430|DISPENSARIO ETICOS NO.7003|CRA 13 N° 15-53|PUNTO FÍSICO|NO APLICA|3187755296|L a V 7:00AM A 7:00PM S 8:00am 12:00pm|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|5
900249425|PHARMASAN|292|68432_292|SANTANDER|MALAGA|PROPIA|68432|PHARMASAN_MÁLAGA|CARRERA 10 # 11 14 LOCAL 1 BARRIO RICAUTE|PUNTO FÍSICO|NO APLICA|3203922386|L - V 7:00 am a 5:00 pm S 8:00 am a 12:00 Pm|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||6.720222349|-72.7384109|3
900331412|GENHOSPI|293|52435_293|NARIÑO|MALLAMA|PROPIA|52435|SF GENHOSPI_PIEDRA ANCHA|CALLE 2#2 01 BARRIO BELLA VISTA|PUNTO FÍSICO|NO APLICA|6027316719|L J8:00 - 1:00pm y 2 pm - 5:00pm V 8:00 - 1:00pm -2:00pm - 4:30pm S 8-12 Pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||12582714|81693472|1
892300678|​ETICOS|294|44560_294|LA GUAJIRA|MANAURE|PROPIA|44560|LA ECONOMIA DROGUERIA 10186 - D 3169|CALLE 3 # 3 -58|PUNTO FÍSICO|NO APLICA|3187755296|L a V 8:00AM A 12:00 M Y 2:00PM A 6:00 PM S 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|1
